split,cell_id,group,feature,quintile,bins,event_rate,mean_signed_drive,mean_absolute_drive,mean_recent_change,mean_feature,aligned_nll,LN_nll,CNN_nll,aligned_minus_LN,aligned_minus_CNN
development,68#7,PC_ON,C,5,588,0.4370748299319728,2.4915708793587763,2.866233828485877,4.54784528670626,4.54784528670626,0.5026128980392475,0.5498276262242993,0.5301176204969309,-0.04721472818505173,-0.027504722457683452
development,68#10,MC_ON,C,1,84,0.03571428571428571,-0.2302741621597582,0.4519104256238413,0.04509389272019005,0.04509389272019005,0.17272886587162406,0.14689923481779757,0.14302083916040914,0.0258296310538265,0.029708026711214926
development,68#10,MC_ON,C,2,84,0.08333333333333333,-0.10608874813243303,0.42469187607324493,0.18425009606607803,0.18425009606607803,0.28154089982830477,0.2725012043729967,0.2715457934689282,0.00903969545530807,0.009995106359376544
development,68#10,MC_ON,C,3,84,0.15476190476190477,0.14184893052863742,0.45045501827635287,0.3636008509790305,0.3636008509790305,0.31509301354985764,0.2830873173677051,0.2540920315350054,0.032005696182152536,0.06100098201485223
development,68#10,MC_ON,C,4,84,0.27380952380952384,0.35584920648023294,0.6322603853076981,0.7479498198232463,0.7479498198232463,0.4534774130391198,0.4799469808347994,0.49900975847636164,-0.02646956779567968,-0.04553234543724193
development,68#10,MC_ON,C,5,84,0.2857142857142857,1.3028482026561645,1.644799155537926,2.6503993272109843,2.6503993272109843,0.40075710757821925,0.4169008057940184,0.4518955122389096,-0.016143698215799133,-0.051138404660690404
development,68#11,PC_OFF,C,1,588,0.3078231292517007,-0.30711216388047585,0.473777076137291,0.045654797908297504,0.045654797908297504,0.5677657213125323,0.561575304178785,0.6239891138362367,0.006190417133747352,-0.05622339252370415
development,68#11,PC_OFF,C,2,588,0.2687074829931973,-0.16978554337170887,0.6076342060040342,0.16441390760952518,0.16441390760952518,0.5296962829326847,0.576219311234836,0.6121025101844924,-0.046523028302151354,-0.08240622725180763
development,68#11,PC_OFF,C,3,588,0.11904761904761904,0.25063430465802194,0.6142018039688646,0.37996451382059604,0.37996451382059604,0.34137644728772304,0.3264184965648933,0.333255007904559,0.014957950722829723,0.008121439383164031
development,68#11,PC_OFF,C,4,588,0.14965986394557823,0.39764559119967524,0.6912159164512847,1.0117897047564346,1.0117897047564346,0.35266462120683145,0.38475229851101395,0.42474552475283267,-0.03208767730418257,-0.07208090354600127
development,68#11,PC_OFF,C,5,588,0.04591836734693878,2.5705510316876157,2.952674702677512,5.011921033310384,5.011921033310384,0.16848693758048416,0.15525992190273757,0.1602661758522717,0.013227015677746569,0.008220761728212402
development,69#3,PC_OFF,C,1,588,0.43197278911564624,-0.17739318737585563,0.6026763704701027,0.04028799883785507,0.04028799883785507,0.6399243886005126,0.6453808111718924,0.6868616712515063,-0.005456422571379777,-0.046937282650993714
development,69#3,PC_OFF,C,2,588,0.4013605442176871,-0.2571444215784054,0.4809089348353241,0.1552597307194273,0.1552597307194273,0.633625392333586,0.6496899383039585,0.6367158369848626,-0.01606454597037259,-0.003090444651276673
development,69#3,PC_OFF,C,3,588,0.3401360544217687,0.07128545381704585,0.4886285956204011,0.4278490586706691,0.4278490586706691,0.6171545236173058,0.6274295590163029,0.6560367496053346,-0.01027503539899703,-0.03888222598802876
development,69#3,PC_OFF,C,4,588,0.25170068027210885,0.7845599483684748,1.0508996219737345,1.1097821889610107,1.1097821889610107,0.5035134281381741,0.5064726164635217,0.5203938961553236,-0.0029591883253474124,-0.0168804680171494
development,69#3,PC_OFF,C,5,588,0.20068027210884354,2.8649472162221734,3.1850319563583027,5.0283968504964465,5.0283968504964465,0.3602322924890849,0.36385963442611075,0.3831259215415249,-0.003627341937025861,-0.022893629052440075
development,69#4,MC_ON,C,1,504,0.0992063492063492,-0.31224001231009124,0.47020571040011416,0.0485666819454179,0.0485666819454179,0.27007987250639404,0.2698912370537473,0.19110993317235678,0.0001886354526467539,0.07896993933403723
development,69#4,MC_ON,C,2,504,0.14087301587301587,-0.27555799654136154,0.48930687381126475,0.16664417421332992,0.16664417421332992,0.40211609183458175,0.3925108247365912,0.29659330244380966,0.00960526709799055,0.10552278939077211
development,69#4,MC_ON,C,3,504,0.2718253968253968,0.504835874109332,0.8113776226423745,0.409100924258967,0.409100924258967,0.47121786579509795,0.48893398677042,0.4072914806018425,-0.017716120975322075,0.06392638519325539
development,69#4,MC_ON,C,4,504,0.25,0.45312035094054104,0.752062700889794,1.045029777647107,1.045029777647107,0.45467778092397054,0.4424049592915127,0.3872676090189299,0.012272821632457923,0.06741017190504074
development,69#4,MC_ON,C,5,504,0.2837301587301587,2.697806126839437,3.0132061288093355,4.779050693390833,4.779050693390833,0.49165658110796784,0.5245673563056946,0.5610043253809882,-0.032910775197726616,-0.06934774427302035
development,69#6,MC_OFF,C,1,588,0.27380952380952384,-0.2339376948495136,0.49200408881712565,0.03919455388374809,0.03919455388374809,0.5092968442012935,0.5154971087110839,0.49844187762083453,-0.006200264509790264,0.010854966580459034
development,69#6,MC_OFF,C,2,588,0.3010204081632653,-0.23698688430090695,0.4861156463680695,0.13922428843020146,0.13922428843020146,0.5841929591419432,0.575437098470018,0.5225464976412827,0.008755860671925146,0.06164646150066042
development,69#6,MC_OFF,C,3,588,0.18537414965986396,0.24113697903670744,0.5923378129392528,0.3795828099687192,0.3795828099687192,0.4492409044672377,0.4484555112514485,0.39458198547564405,0.0007853932157892582,0.0546589189915937
development,69#6,MC_OFF,C,4,588,0.11224489795918367,0.7869215478739812,1.0409794954573242,1.0138769979259463,1.0138769979259463,0.3293581073801783,0.3130376399675443,0.2784175954112346,0.016320467412633977,0.05094051196894367
development,69#6,MC_OFF,C,5,588,0.18877551020408162,2.744110612765116,3.026545278218958,4.751502423061292,4.751502423061292,0.31308077418985986,0.31867300989002195,0.3777195623852882,-0.005592235700162069,-0.06463878819542838
development,69#7,MC_ON,C,1,588,0.1326530612244898,-0.23740259886948306,0.527258979928298,0.038231960467119123,0.038231960467119123,0.3198008019886707,0.31425071813876415,0.2898455897313341,0.005550083849906626,0.0299552122573366
development,69#7,MC_ON,C,2,588,0.1564625850340136,-0.19186317557751675,0.5261435339405088,0.15640514656296012,0.15640514656296012,0.3653056323896751,0.3656086855781197,0.38070943005691654,-0.0003030531884446573,-0.015403797667241476
development,69#7,MC_ON,C,3,588,0.24319727891156462,0.25592869977478067,0.6081460665472085,0.3943039075087589,0.3943039075087589,0.4327406250932437,0.44113268782254955,0.42271681648092607,-0.008392062729305871,0.010023808612317562
development,69#7,MC_ON,C,4,588,0.3129251700680272,0.7024201244129226,0.991200785019337,1.0125993034485468,1.0125993034485468,0.6470503710313171,0.6408152139455503,0.6315738556152366,0.006235157085766673,0.015476515416080494
development,69#7,MC_ON,C,5,588,0.2568027210884354,2.678921596469572,2.9743034785718745,4.7365091846439515,4.7365091846439515,0.5827907793908311,0.5578783674033535,0.5470808203174253,0.024912411987477692,0.03570995907340572
development,69#21,PC_OFF,C,1,504,0.3253968253968254,-0.3834747446290705,0.5914674342133194,0.04049410732252346,0.04049410732252346,0.5853460956733305,0.5827564723828094,0.5997837440450667,0.002589623290521133,-0.01443764837173629
development,69#21,PC_OFF,C,2,504,0.2638888888888889,-0.2955648069778579,0.45393446680793115,0.14900743652417855,0.14900743652417855,0.5504899637669242,0.5423374805436257,0.5574046417991064,0.008152483223298437,-0.006914678032182105
development,69#21,PC_OFF,C,3,504,0.20833333333333334,0.07902496046431008,0.5744284878795346,0.42393820629513357,0.42393820629513357,0.47108125851971916,0.4739685695340567,0.49111424517633223,-0.0028873110143375407,-0.020032986656613044
development,69#21,PC_OFF,C,4,504,0.19246031746031747,0.7302445412649485,1.0095898479076346,1.2695012322482875,1.2695012322482875,0.43735690716284337,0.43308238403162036,0.4694045237503207,0.0042745231312229836,-0.03204761658747737
development,69#21,PC_OFF,C,5,504,0.1626984126984127,2.68287205892834,2.971934302071791,4.487724976143606,4.487724976143606,0.38612335631147854,0.38407109879322443,0.4574539915034836,0.0020522575182541592,-0.07133063519200497
development,70#1,PC_ON,C,1,504,0.19444444444444445,-0.1026551339559124,0.5352618572651409,0.055050658435599566,0.055050658435599566,0.4501476140455156,0.4534173720478461,0.45090958420096877,-0.003269758002330516,-0.0007619701554531801
development,70#1,PC_ON,C,2,504,0.25396825396825395,0.035909443584733663,0.5577977226857911,0.23604075266917962,0.23604075266917962,0.5494453387102414,0.534957418065193,0.5600646587575683,0.014487920645048247,-0.010619320047326956
development,70#1,PC_ON,C,3,504,0.2123015873015873,0.27446029027088936,0.5798161305617777,0.5850443509502622,0.5850443509502622,0.47753114631330623,0.47655166265250753,0.4875040688759112,0.000979483660798591,-0.00997292256260499
development,70#1,PC_ON,C,4,504,0.2777777777777778,0.8456726259596291,1.1440823400903137,1.3753015962858972,1.3753015962858972,0.545379788842148,0.5665665719424807,0.5618739173717862,-0.021186783100332708,-0.01649412852963824
development,70#1,PC_ON,C,5,504,0.2837301587301587,2.5587413609803966,2.824804415183497,4.696180685589622,4.696180685589622,0.577600081605747,0.5817560097440265,0.6009723085769861,-0.00415592813827942,-0.023372226971239068
development,70#7,PC_ON,C,1,588,0.1292517006802721,-0.29639774883472697,0.5386785330382057,0.05126749194275204,0.05126749194275204,0.3532854946690743,0.37066291872536145,0.4155273963051426,-0.017377424056287137,-0.06224190163606832
development,70#7,PC_ON,C,2,588,0.17006802721088435,-0.2209580631738174,0.5106585086674414,0.16577810825343936,0.16577810825343936,0.4275726545836103,0.42371654335879044,0.4627361965416343,0.0038561112248198955,-0.03516354195802401
development,70#7,PC_ON,C,3,588,0.25,0.31251786200704773,0.7103350543632312,0.3893392744214488,0.3893392744214488,0.4947514885735558,0.5155160826745391,0.5006559048057296,-0.02076459410098322,-0.005904416232173958
